"","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"19398",0,0,0,0,0,0,0,0,0,0,1,1,1
"19399",0,0,0,0,0,0,0,0,0,0,1,1,0
"19400",0,1,1,0,0,1,0,0,1,1,1,1,0
"19402",0,1,0,0,0,0,0,0,0,0,1,0,1
"19404",0,0,0,0,0,0,0,0,0,0,1,0,0
"19412",0,0,0,0,0,0,0,0,0,0,1,1,1
"19417",0,0,0,0,1,1,0,0,1,0,1,0,1
"19418",1,1,1,1,0,1,1,0,1,1,1,0,1
"19420",1,0,0,1,0,0,0,0,1,0,1,0,0
"19425",1,1,0,1,0,0,0,0,1,0,0,1,0
"19426",0,0,1,0,1,1,0,0,1,1,0,0,0
"19429",0,0,0,0,0,0,0,0,0,0,0,1,1
"19431",0,1,1,0,0,1,0,0,1,0,1,0,0
"19433",1,1,0,1,0,0,0,0,0,1,0,0,1
"19435",0,1,0,1,0,0,0,1,0,0,1,1,1
"19437",0,0,1,0,0,0,0,0,1,0,0,1,1
"19438",0,1,1,1,1,1,0,0,1,0,1,0,0
"19439",0,0,0,0,0,0,0,0,0,0,1,1,1
"19440",0,0,0,0,0,0,0,0,0,0,0,1,1
"19442",0,0,0,0,1,1,0,1,0,0,1,0,0
"19446",0,0,1,0,1,1,1,0,1,1,1,0,0
"19448",1,0,1,0,1,0,0,0,1,1,1,0,0
"19452",0,0,0,0,0,0,0,0,0,1,0,1,0
"19455",1,1,0,1,1,0,0,0,1,0,1,0,0
"19456",0,1,0,0,0,1,0,0,0,1,1,0,1
"19457",0,0,0,0,0,1,0,0,0,0,1,0,1
"19460",0,1,1,0,0,1,1,1,1,1,1,0,0
"19463",0,1,0,0,0,1,0,1,1,0,0,1,1
"19464",0,0,0,0,0,1,0,0,0,0,1,0,1
"19466",1,1,0,0,0,0,0,0,1,0,1,0,0
"19467",0,0,1,0,0,0,0,0,1,0,0,1,0
"19468",1,1,0,0,0,1,1,1,1,0,0,1,1
"19470",0,0,0,0,0,0,0,0,0,0,1,1,1
"19471",0,1,1,0,1,1,1,0,1,1,1,0,1
"19474",0,0,1,0,1,1,0,0,1,0,1,0,1
"19476",0,1,0,1,0,1,1,0,1,0,0,0,1
"19477",0,1,1,1,0,1,0,0,1,0,0,0,1
"19485",0,0,0,0,0,0,0,0,0,0,0,1,0
"19491",0,0,1,0,0,1,0,0,1,0,1,0,0
"19495",1,1,1,0,0,1,1,0,1,0,0,0,0
"19497",1,1,1,1,0,1,1,0,1,1,0,0,0
"19503",0,1,1,0,0,1,1,0,1,1,1,0,0
"19507",0,0,0,0,0,1,0,0,0,0,1,0,1
"19515",0,0,0,0,0,0,0,0,0,0,0,1,0
"19521",0,0,0,0,1,1,0,0,1,1,1,0,0
"19524",0,1,1,0,1,1,1,0,1,1,1,0,0
"19529",0,1,1,0,1,1,0,0,1,0,1,1,0
"19534",0,1,0,0,0,0,0,0,0,0,0,1,1
"19535",0,1,0,0,0,1,1,0,1,0,1,0,0
"19536",0,1,0,0,1,0,0,0,0,1,1,1,1
"19539",0,0,0,1,0,0,0,1,1,0,0,1,1
"19540",0,1,0,0,0,1,0,0,0,0,1,0,1
"19542",0,1,0,0,0,1,0,0,0,0,1,1,0
"19543",0,1,1,0,0,0,0,0,0,0,0,1,0
"19544",1,1,1,1,0,0,0,0,1,0,1,0,1
"19545",0,1,0,0,0,0,0,0,0,0,1,1,0
"19550",1,1,1,0,0,1,1,0,1,0,0,0,1
"19553",0,0,1,0,0,1,0,0,1,1,1,0,0
"19554",1,0,0,0,0,0,0,0,1,0,0,1,0
"19556",0,1,1,0,1,1,1,1,1,0,1,0,1
"19557",0,0,1,1,0,1,1,0,1,0,0,0,0
"19560",0,1,0,0,0,0,0,0,0,0,1,1,1
"19561",0,1,0,0,0,0,0,0,1,0,0,1,0
"19565",0,0,1,0,0,1,0,0,1,0,0,1,0
"19566",0,0,0,1,0,0,0,0,0,0,0,1,1
"19568",0,0,0,0,0,0,0,0,0,0,1,0,1
"19569",0,0,0,0,0,0,0,0,0,0,0,1,1
"19570",1,1,1,0,0,1,0,0,1,1,1,0,0
"19571",1,1,0,0,0,1,0,0,1,1,1,0,0
"19573",0,1,0,1,0,0,0,0,0,0,1,1,1
"19576",0,0,1,0,1,1,0,0,1,1,1,0,1
"19581",0,1,0,0,0,0,0,0,0,0,0,1,0
"19583",1,1,0,1,0,0,0,0,1,0,1,0,1
"19584",0,1,0,1,1,1,0,0,1,0,1,0,1
"19586",0,1,1,1,0,0,0,1,1,0,1,1,1
"19588",0,1,0,0,0,0,0,0,0,0,0,1,0
"19591",0,1,1,1,1,1,1,0,1,1,1,0,0
"19593",0,1,0,1,1,1,1,0,1,0,1,0,1
"19595",0,1,0,1,0,0,0,0,1,0,1,0,0
"19596",0,1,0,1,0,0,0,0,1,0,0,1,0
"19606",0,0,0,0,0,0,0,0,0,0,1,0,1
"19608",0,1,1,1,0,1,0,0,1,1,0,0,0
"19615",1,0,0,1,0,0,0,0,1,0,0,1,1
"19616",0,1,1,0,1,1,0,0,1,1,1,1,0
"19619",0,1,0,1,0,0,0,1,1,1,1,0,0
"19621",0,0,0,1,0,1,0,0,1,0,0,1,1
"19622",0,0,0,0,0,0,0,0,0,0,0,1,1
"19624",0,1,1,0,0,0,0,0,1,0,1,0,1
"19632",0,1,0,0,1,0,1,0,0,1,1,1,0
"19633",0,1,0,0,0,1,0,0,1,0,1,1,1
"19637",0,1,0,1,0,0,0,0,1,0,0,1,0
"19638",0,0,0,0,0,0,0,0,0,0,0,1,1
"19641",0,0,1,0,0,1,0,0,0,0,1,0,1
"19642",0,0,0,0,0,0,0,0,0,0,1,0,0
"19645",0,1,0,1,0,0,0,0,0,0,0,1,1
"19646",1,1,0,0,0,1,0,0,1,0,0,0,0
"19647",0,0,0,0,0,0,0,0,0,0,0,1,0
"19649",1,1,1,1,0,1,1,0,1,1,1,0,1
"19651",0,1,0,0,0,0,0,0,0,0,0,1,0
"19654",1,1,0,1,0,1,0,0,1,0,1,0,1
"19656",0,1,0,1,0,0,0,0,1,0,1,0,1
"19657",1,0,0,0,0,0,0,0,1,0,0,1,1
"19658",0,0,1,0,0,0,0,0,0,0,1,1,1
"19661",0,0,1,0,0,0,0,0,0,0,0,0,1
"19662",1,1,0,0,1,1,0,1,1,1,1,0,0
"19663",0,0,0,0,0,0,0,0,0,0,1,1,1
"19664",0,1,0,0,0,1,0,0,1,0,1,0,0
"19665",1,1,0,0,0,1,1,0,1,0,1,0,0
"19667",0,1,0,0,0,0,0,0,0,1,1,0,1
"19668",1,1,0,0,0,1,0,0,1,1,1,0,1
"19670",0,0,0,0,0,1,0,0,0,0,0,0,0
"19671",0,0,0,0,0,0,0,0,0,1,1,0,1
"19672",0,0,0,0,0,0,0,0,0,0,0,1,0
"19673",1,0,0,0,0,0,0,0,0,0,0,1,0
"19675",1,1,0,0,0,0,0,0,1,0,0,0,0
"19680",0,0,0,0,0,0,0,0,0,0,0,0,1
"19682",0,0,0,0,1,1,0,0,1,0,1,0,0
"19684",0,1,0,0,0,1,0,0,1,0,1,0,0
"19688",0,0,0,0,0,0,0,0,1,0,0,0,0
"19689",1,1,1,0,1,1,1,0,1,0,1,0,1
"19690",0,0,1,0,0,0,0,0,1,1,1,1,0
"19693",1,0,0,0,1,1,0,0,1,0,1,0,1
"19695",0,1,1,1,1,1,0,0,1,1,1,1,1
"19698",0,0,0,1,0,0,0,0,0,0,0,1,1
"19701",0,1,1,0,0,1,0,0,1,0,1,0,0
"19702",0,0,0,0,0,1,0,0,0,0,1,0,1
"19703",1,0,1,0,0,0,0,0,0,0,1,1,0
"19705",0,1,0,0,1,0,0,0,0,1,1,0,1
"19706",0,1,0,0,0,0,0,0,0,0,0,1,0
"19709",0,1,1,0,1,1,1,0,1,0,0,1,0
"19710",0,1,1,0,0,0,0,1,1,1,0,0,1
"19712",0,1,0,0,0,0,0,0,0,0,1,1,1
"19714",0,1,0,0,0,1,0,0,1,0,1,0,1
"19715",0,0,0,0,0,0,0,0,0,0,1,1,0
"19716",0,0,0,0,0,0,0,0,0,0,0,0,1
"19718",0,0,1,0,0,0,0,0,0,0,0,1,1
"19721",0,0,0,1,0,0,0,0,0,0,0,1,1
"19722",0,1,0,1,0,0,0,0,0,0,0,1,1
"19723",1,1,0,0,1,1,0,0,1,1,0,0,0
"19724",0,1,1,0,0,1,1,1,1,0,1,0,1
"19726",1,1,0,0,1,1,1,0,1,1,1,0,1
"19727",0,1,1,0,0,1,1,0,0,1,1,0,1
"19729",0,1,1,0,0,1,0,0,0,0,0,1,1
"19733",0,1,0,0,0,0,0,1,0,0,0,1,0
"19734",0,0,1,0,0,1,0,0,1,0,0,0,0
"19736",0,1,1,1,0,1,0,0,1,0,0,0,0
"19738",0,1,0,0,1,1,0,0,0,0,1,0,1
"19740",0,1,1,1,0,0,1,0,0,1,1,0,0
"19741",0,0,1,0,1,1,0,0,0,0,1,0,0
"19745",1,1,1,0,0,1,0,0,1,0,1,0,0
"19749",0,0,0,0,1,1,0,0,1,0,1,0,0
"19750",0,1,0,0,0,0,1,0,0,1,1,0,1
"19752",0,1,1,1,0,0,0,1,1,0,1,0,0
"19753",0,1,1,0,0,0,0,0,0,0,1,1,0
"19760",0,0,0,1,0,0,0,0,0,0,0,1,1
"19762",0,1,1,1,0,1,0,0,1,1,1,0,1
"19770",0,1,0,0,0,0,0,0,1,0,0,1,1
"19771",0,0,1,0,0,1,0,0,1,0,1,0,0
"19774",0,1,1,0,0,1,0,0,1,1,1,0,0
"19775",0,1,0,0,0,0,0,0,0,0,0,1,1
"19776",0,0,1,1,1,0,0,1,0,0,0,1,0
"19777",0,0,0,0,0,0,0,0,1,0,1,1,0
"19781",0,0,0,0,0,1,0,1,1,0,0,1,1
"19783",0,1,0,0,0,0,0,0,0,0,0,0,1
"19785",0,1,1,0,0,1,0,0,1,0,1,0,0
"19786",0,1,1,1,0,1,0,0,0,1,1,0,1
"19787",1,1,0,0,0,0,0,0,1,0,0,1,1
"19788",1,1,0,1,0,1,1,0,1,0,0,1,1
"19804",1,0,1,0,0,0,1,0,0,0,0,1,1
"19805",0,1,0,1,0,0,0,0,1,0,0,0,1
"19809",0,0,0,0,1,1,0,0,1,1,1,0,0
"19813",1,1,0,0,0,0,0,0,0,0,0,1,0
"19820",0,0,0,0,0,0,0,1,1,0,0,1,1
"19822",0,1,1,0,0,1,0,1,1,1,1,0,0
"19825",0,1,1,0,0,0,0,0,0,0,0,1,1
"19829",0,1,1,0,0,0,0,0,0,0,0,0,0
"19830",0,1,0,0,0,1,0,0,1,0,0,1,1
"19831",0,0,0,0,0,0,0,0,0,0,0,1,0
"19835",0,1,0,0,0,0,0,0,0,0,1,0,0
"19840",0,1,1,0,0,1,0,0,1,0,1,0,1
"19842",0,0,0,0,0,1,0,0,1,0,1,0,0
"19844",0,1,0,0,0,0,0,0,0,0,0,1,0
"19849",0,0,0,0,0,0,0,0,0,0,1,1,1
"19852",1,1,0,0,0,1,0,0,1,0,1,0,0
"19856",0,0,0,0,0,1,0,0,1,0,0,1,0
"19858",0,0,0,0,0,1,0,0,0,0,1,0,1
"19860",0,0,1,0,0,0,0,0,1,0,1,0,0
"19861",0,0,1,1,1,1,0,0,1,1,1,0,0
"19864",0,0,0,0,0,0,0,0,0,0,1,0,1
"19865",1,0,0,0,0,0,0,0,0,0,1,0,1
"19866",1,0,0,1,0,0,0,0,0,0,0,1,0
"19867",0,0,0,0,0,0,0,0,0,0,1,1,0
"19870",0,0,0,1,0,0,0,1,1,0,0,1,1
"19874",0,1,1,0,0,1,0,0,1,0,1,0,0
"19875",0,1,1,0,1,1,1,1,1,0,1,0,0
"19876",0,1,1,0,1,1,0,0,1,0,1,0,0
"19878",0,1,0,0,0,1,1,0,1,1,1,0,1
"19884",0,1,1,0,0,1,1,0,0,1,0,1,1
"19885",1,0,0,0,0,1,1,0,1,0,0,1,0
"19886",1,1,0,0,0,0,0,0,0,0,1,0,1
"19888",0,1,0,0,0,0,0,1,0,1,1,0,1
"19891",1,1,0,0,0,0,0,0,0,0,0,1,0
"19892",1,1,0,0,0,1,0,0,1,1,1,0,0
"19893",1,1,1,1,0,0,1,0,0,0,0,1,1
"19894",1,1,1,1,0,0,0,0,1,0,0,1,1
"19896",1,0,1,0,0,1,0,0,1,1,0,0,0
"19900",1,1,0,0,0,1,1,1,1,0,0,0,1
"19901",0,1,1,1,0,1,1,0,1,0,0,0,1
"19903",0,1,0,0,0,0,0,0,1,0,0,1,0
"19904",0,1,0,0,1,1,1,0,1,0,1,0,0
"19907",0,0,0,0,0,0,0,0,1,1,1,1,0
"19908",1,1,1,0,0,1,0,0,1,1,1,0,1
"19910",0,0,0,1,0,0,0,0,0,0,0,1,1
"19911",1,1,1,0,1,1,0,1,1,0,1,0,1
"19912",0,1,1,1,0,1,1,0,1,0,1,0,0
"19913",1,0,0,1,0,0,0,0,1,0,0,1,0
"19916",1,0,1,0,0,1,0,1,1,1,1,0,0
"19919",0,0,0,0,0,0,0,0,1,0,0,1,0
"19921",0,0,0,0,1,0,0,0,0,1,1,0,1
"19924",1,1,0,0,0,1,0,0,1,0,0,1,1
"19925",0,0,0,0,1,1,0,0,1,0,0,0,0
"19928",1,0,0,0,0,0,0,0,0,0,0,1,0
"19930",0,0,0,0,0,0,0,0,0,1,1,1,1
"19931",0,1,0,0,0,0,0,0,1,0,0,1,1
"19933",0,1,0,0,0,0,0,0,0,0,0,1,0
"19936",0,0,1,0,1,1,0,0,1,0,0,0,0
"19937",0,1,1,0,1,0,0,0,1,0,0,0,0
"19939",0,1,1,0,0,1,1,0,1,0,1,1,0
"19946",1,1,0,0,1,0,0,0,1,1,1,0,1
"19947",0,0,0,0,0,0,0,0,1,0,0,1,0
"19948",0,1,1,0,0,1,0,0,1,0,0,1,0
"19952",1,1,1,0,0,0,1,0,0,0,1,1,1
"19959",0,0,0,0,0,1,0,0,1,0,1,1,0
"19964",0,1,0,0,0,0,0,0,1,0,1,0,0
"19965",1,1,0,0,0,1,1,0,1,0,0,0,1
"19966",0,0,0,0,0,0,0,0,0,0,0,1,1
"19970",0,0,0,0,0,0,0,0,0,0,1,1,1
"19972",0,0,0,0,0,1,0,0,1,0,1,1,0
"19976",1,0,0,0,0,1,0,0,0,0,0,1,1
"19978",1,1,1,0,0,1,1,0,1,1,1,0,0
"19979",0,1,0,0,0,0,0,0,0,0,1,1,1
"19981",1,1,0,1,0,0,1,0,1,1,1,0,0
"19982",1,1,0,0,1,0,0,0,0,0,1,1,1
"19985",1,1,0,0,0,0,0,0,1,0,0,0,1
"19988",1,0,0,0,0,1,0,0,1,1,1,0,1
"19989",0,1,0,1,0,1,0,0,1,1,1,0,0
"19990",0,1,0,0,0,0,0,0,1,0,0,1,0
"19991",0,1,0,1,0,0,0,0,0,0,0,0,1
"19992",0,0,0,0,0,0,0,0,0,0,0,1,0
"19994",0,1,0,0,0,1,0,0,1,0,0,0,1
"20001",0,1,0,0,0,1,0,0,1,0,1,1,0
"20003",1,1,1,1,0,1,0,0,0,0,1,1,1
"20005",0,1,0,0,0,1,0,0,0,0,1,0,1
"20010",0,0,1,0,0,1,0,0,1,0,0,0,0
"20013",0,0,1,0,0,1,0,0,1,0,0,1,0
"20017",0,0,0,0,0,0,1,0,1,0,1,1,0
"20018",1,1,0,0,0,1,0,0,1,0,1,0,0
"20021",0,1,0,0,0,1,0,0,1,0,1,1,1
"20024",0,0,0,0,0,0,0,0,1,0,0,1,0
"20031",0,0,0,0,0,0,0,0,0,0,0,1,1
"20033",0,0,0,0,0,1,0,0,1,0,1,1,1
"20034",0,1,1,0,0,0,0,0,0,0,1,0,1
"20035",0,0,0,0,0,0,0,0,0,0,1,1,1
"20036",0,1,0,1,0,1,0,0,1,0,1,0,0
"20037",0,0,1,0,1,1,0,0,1,1,0,0,1
"20043",0,0,0,0,0,1,0,0,0,1,0,1,1
"20044",1,1,0,1,1,1,0,1,1,0,1,0,0
"20048",0,1,1,0,0,1,1,0,1,1,1,0,0
"20050",0,1,0,1,0,0,0,0,0,0,1,1,1
"20051",0,1,1,0,1,0,1,0,0,0,1,0,0
"20052",0,0,1,0,1,1,0,0,1,1,1,0,0
"20054",0,0,1,1,1,0,0,0,1,0,1,0,1
"20056",1,0,1,1,0,1,1,0,1,1,0,0,0
"20061",0,1,1,1,0,1,1,0,1,0,0,0,1
"20063",0,1,1,0,0,0,0,0,1,0,1,0,1
"20069",0,1,1,0,0,0,0,0,0,0,0,1,1
"20072",0,1,0,0,0,0,0,0,1,0,1,0,1
"20081",0,1,1,0,0,1,0,0,1,0,1,0,0
"20082",0,0,0,0,0,0,0,0,0,0,0,1,1
"20085",0,1,1,0,0,1,0,0,1,1,1,0,1
"20087",0,0,0,0,0,0,0,0,1,0,1,1,0
"20088",0,0,0,1,0,0,0,0,1,0,1,0,1
"20090",0,0,0,0,0,0,0,0,0,0,1,1,1
"20092",0,1,0,1,0,0,0,0,0,0,0,0,0
"20093",0,0,0,0,0,0,0,0,0,0,1,1,0
"20094",0,1,0,0,1,0,0,0,1,0,1,1,1
"20096",0,0,0,0,0,1,0,0,1,0,1,1,0
"20097",1,0,1,0,0,0,0,0,0,0,0,1,1
"20101",1,1,0,1,0,1,0,1,0,0,0,1,1
"20105",0,1,1,1,1,1,1,0,1,0,1,0,0
"20108",0,1,1,0,0,1,0,1,1,1,1,0,0
"20110",0,1,0,1,0,1,0,1,1,0,1,0,0
"20113",0,1,1,0,0,1,1,0,1,0,0,0,0
"20118",1,0,1,0,0,1,0,0,1,0,1,0,0
"20120",0,1,0,0,0,1,0,0,0,0,1,0,1
"20121",0,1,0,0,0,1,0,1,0,0,0,1,1
"20123",1,0,0,0,0,1,0,1,1,0,0,0,0
"20124",0,0,1,0,0,1,0,0,0,1,1,1,0
"20125",0,1,0,0,0,1,1,0,0,1,0,1,1
"20129",0,1,0,0,1,1,1,0,1,0,1,0,0
"20130",1,0,0,0,1,1,0,0,1,1,1,0,1
"20132",1,1,0,1,0,0,1,0,1,0,0,1,1
"20134",1,0,1,0,0,1,1,0,1,0,1,1,0
"20135",1,0,0,0,0,1,0,0,1,1,0,0,1
"20138",0,1,0,0,0,1,0,0,0,0,0,1,0
"20142",0,0,0,0,0,0,0,0,0,1,1,0,0
"20143",0,0,1,0,0,1,0,0,1,0,1,0,1
"20144",0,0,1,0,0,1,0,0,1,0,1,0,1
"20147",0,1,0,1,0,1,0,0,0,0,0,1,1
"20152",1,1,0,0,0,0,0,1,1,0,0,0,0
"20154",0,0,0,0,0,0,0,0,0,0,0,1,1
"20155",0,1,0,1,1,0,0,0,1,0,1,0,1
"20156",1,1,1,0,0,0,0,0,1,0,0,1,1
"20162",0,1,0,0,0,1,0,0,0,0,1,0,1
"20163",0,0,1,0,0,0,0,0,0,0,0,1,1
"20167",0,1,0,0,1,1,1,0,1,0,1,0,0
"20168",1,1,0,0,1,1,1,0,1,1,1,0,1
"20172",0,1,0,1,0,0,0,1,0,0,0,1,1
"20173",0,1,0,0,1,0,0,0,0,0,0,1,0
"20175",0,0,1,0,1,1,0,0,1,1,1,0,0
"20176",0,0,1,0,1,1,0,0,0,0,1,0,0
"20180",0,1,1,0,1,1,1,0,1,1,1,0,0
"20183",1,1,0,0,1,1,0,0,1,0,1,0,1
"20185",0,0,0,1,0,1,0,0,0,0,1,0,0
"20186",0,0,0,0,0,0,0,0,0,0,0,1,1
"20188",0,1,1,1,0,1,0,0,1,0,0,1,1
"20189",0,0,0,0,0,0,0,0,0,0,1,1,0
"20190",0,1,0,0,1,0,0,0,1,0,1,0,1
"20194",0,0,0,0,1,1,0,0,0,0,1,0,0
"20196",0,0,0,0,0,1,0,0,1,0,1,1,1
"20199",0,1,0,0,0,1,0,0,0,0,1,0,1
"20207",1,1,1,0,0,1,1,0,1,1,0,0,0
"20208",0,1,1,0,0,1,0,0,1,0,1,0,0
"20209",1,1,1,1,0,1,0,1,1,1,1,0,1
"20212",1,0,0,1,0,1,0,0,1,1,1,0,0
"20213",1,1,1,0,0,1,0,1,1,0,0,1,1
"20214",0,1,1,1,0,1,0,0,1,0,1,0,0
"20216",0,1,1,0,0,1,1,0,1,1,1,1,1
"20218",0,1,0,1,0,0,0,0,0,0,0,1,1
"20221",0,0,0,0,0,0,0,0,0,0,0,1,1
"20222",0,1,0,0,0,0,0,0,0,0,0,1,0
"20226",0,0,0,1,0,0,0,1,0,0,0,1,1
"20229",0,0,0,1,0,0,0,0,0,0,0,1,1
"20230",1,1,0,0,0,0,0,0,0,0,0,1,0
"20232",1,1,0,1,0,1,0,0,1,0,0,1,1
"20234",1,0,1,0,0,1,0,0,0,0,1,0,0
"20237",1,1,0,0,1,0,0,0,1,0,0,1,1
"20239",0,0,0,0,0,0,0,0,0,0,0,1,1
"20241",0,1,0,0,0,1,0,0,0,1,0,1,1
"20242",0,1,0,1,0,1,0,0,1,0,0,1,0
"20247",0,0,1,0,0,0,0,0,0,0,1,0,1
"20249",0,0,0,0,0,0,0,0,0,1,1,0,1
"20250",1,1,0,0,0,1,0,0,1,0,0,1,1
"20255",1,1,0,0,0,1,0,1,1,0,0,1,0
"20256",0,0,0,0,0,0,0,0,0,0,1,0,1
"20257",0,1,0,0,0,0,1,0,0,0,1,1,0
"20259",0,0,0,1,0,0,0,0,0,0,0,1,1
"20260",0,0,0,0,0,0,0,0,0,0,0,1,0
"20263",1,1,0,0,0,0,1,1,1,0,1,0,1
"20264",0,1,0,0,0,0,0,0,0,0,0,1,1
"20273",0,1,1,0,0,1,1,0,1,0,1,0,1
"20278",1,1,0,0,0,1,0,0,1,1,1,0,0
"20281",0,1,0,1,0,1,0,0,1,0,0,0,0
"20283",1,0,1,0,0,0,1,1,1,0,1,0,1
"20284",1,1,0,1,0,0,0,0,1,0,0,1,1
"20285",0,0,0,0,0,0,0,0,0,0,0,1,0
"20286",0,0,0,1,0,0,0,0,1,0,0,1,1
"20288",1,1,1,0,1,1,0,0,1,1,1,0,1
"20289",0,0,0,0,0,0,0,0,0,0,0,1,0
"20292",1,1,0,0,0,0,1,0,1,1,0,1,1
"20296",0,1,0,0,0,1,1,1,1,0,0,0,1
"20299",0,0,0,1,1,1,0,0,1,1,1,0,1
"20301",1,0,1,0,0,0,0,0,1,0,0,1,0
"20302",0,1,0,0,1,1,0,0,1,0,1,0,0
"20303",0,1,1,0,0,0,0,0,0,1,0,1,1
"20305",1,1,0,1,0,1,0,0,1,0,0,1,1
"20307",0,1,0,0,0,0,0,0,0,0,0,1,1
"20308",0,0,0,0,0,0,0,0,1,0,0,1,0
"20309",0,0,1,0,0,0,0,0,0,0,1,0,0
"20312",0,1,0,0,0,1,1,0,1,0,1,0,0
"20316",0,1,0,0,0,0,0,0,1,0,0,1,0
"20319",0,0,0,0,0,0,0,0,0,0,0,1,0
"20322",1,0,0,1,0,0,0,0,0,0,0,1,1
"20332",0,0,0,1,0,0,0,0,0,0,0,1,1
"20336",0,0,0,0,1,0,0,0,0,0,0,1,0
"20337",0,1,0,1,0,0,0,0,0,0,0,1,0
"20341",0,0,0,0,1,1,0,0,1,0,0,1,1
"20342",0,1,1,1,0,0,0,0,1,0,0,1,1
"20343",0,0,0,1,0,0,0,0,0,0,0,1,0
"20344",0,1,0,0,0,0,1,1,1,0,0,1,1
"20347",0,0,0,0,0,0,0,0,0,0,0,1,0
"20350",0,1,0,0,0,0,0,1,1,0,1,1,0
"20353",0,0,0,0,0,0,0,0,0,0,0,1,1
"20356",0,1,1,0,1,1,1,1,1,1,1,0,1
"20357",0,0,1,0,0,1,0,0,1,0,1,0,0
"20358",1,0,1,0,0,1,1,0,1,1,1,0,0
"20361",0,1,0,0,0,0,0,0,1,1,1,0,1
"20362",0,0,0,0,0,1,0,0,1,1,1,1,0
"20366",0,0,0,0,0,0,0,0,0,0,0,1,1
"20368",0,1,0,0,0,0,0,0,1,0,1,1,0
"20370",0,1,1,0,0,0,0,0,1,0,0,1,1
"20374",0,1,1,1,1,0,0,0,0,0,1,0,1
"20379",1,1,1,0,0,1,1,0,1,0,1,0,0
"20381",0,1,0,0,0,0,0,1,1,0,1,0,1
"20384",0,1,0,0,0,0,0,0,0,0,0,1,1
"20386",0,1,1,0,1,1,0,0,1,0,0,0,0
"20388",1,1,0,0,1,1,0,0,1,0,1,0,0
"20389",1,1,1,1,0,1,0,1,1,0,0,1,0
"20390",0,0,0,0,0,0,0,0,0,0,0,1,0
"20391",0,1,0,0,0,0,0,0,1,0,0,1,0
"20392",0,0,0,0,0,0,0,0,0,0,0,1,0
"20393",0,1,1,0,0,0,0,0,1,0,1,0,0
"20395",0,0,0,1,0,0,0,0,0,0,0,1,1
"20399",0,0,0,0,0,1,0,0,1,1,1,0,0
"20400",0,0,1,0,0,1,0,0,1,1,1,0,0
"20405",0,1,0,0,0,1,1,0,0,0,1,1,1
"20407",0,1,0,0,0,0,1,1,1,1,0,0,0
"20409",0,0,0,0,0,0,0,0,0,1,0,1,0
"20410",0,0,0,0,0,1,1,0,1,1,1,0,0
"20413",1,1,0,0,0,1,0,0,1,0,0,1,1
"20417",0,0,1,0,1,1,0,0,1,1,0,0,0
"20423",0,1,1,0,0,1,0,0,1,0,1,0,0
"20432",0,1,1,0,0,0,0,0,1,0,1,0,0
"20435",0,1,0,0,0,0,0,0,1,0,0,1,1
"20436",0,0,0,0,0,1,0,0,1,0,1,1,1
"20440",1,1,0,1,0,0,0,0,1,0,0,1,1
"20444",1,0,0,0,0,0,0,0,0,0,1,1,1
"20446",0,0,0,1,0,1,0,0,1,0,0,0,1
"20450",0,1,1,0,0,0,1,0,1,0,1,0,0
"20453",0,1,1,1,0,1,0,0,1,1,0,0,1
"20456",0,1,1,1,0,1,1,1,1,0,0,0,0
"20459",0,1,0,1,0,0,0,0,0,0,0,1,0
"20460",1,1,0,1,1,0,0,1,1,0,0,1,1
"20462",1,1,1,0,0,1,0,0,0,1,1,0,0
"20466",0,1,0,0,0,0,0,0,0,0,0,1,1
"20470",0,0,0,0,0,1,0,0,1,0,1,0,1
"20471",0,0,0,0,0,0,0,0,1,0,0,1,0
"20476",0,0,0,1,0,0,0,0,0,1,0,1,1
"20479",0,0,0,0,0,0,0,0,0,0,0,1,1
"20481",0,1,1,0,1,0,0,0,0,0,1,1,0
"20483",0,0,0,0,0,0,0,0,1,0,0,1,0
"20488",0,0,0,0,0,0,0,0,0,0,0,1,1
"20489",0,1,0,0,0,0,0,0,0,0,0,1,0
"20490",1,1,0,0,0,1,0,1,1,0,0,1,1
"20491",0,1,0,0,0,1,0,1,0,0,0,1,1
"20495",0,0,1,0,0,1,0,0,1,1,0,0,0
"20499",1,1,1,0,0,0,1,0,0,1,1,0,0
"20500",0,0,0,0,0,0,1,0,1,0,0,1,1
"20503",0,0,1,0,0,0,1,1,1,1,1,0,1
"20504",1,1,1,0,0,1,1,0,1,1,0,0,0
"20509",0,0,0,1,0,1,0,1,1,0,1,0,1
"20514",0,1,1,0,1,1,0,0,1,1,1,0,1
"20515",0,0,1,0,0,1,0,0,1,0,1,1,0
"20516",1,1,1,0,1,1,1,0,1,0,1,1,1
"20520",0,0,0,0,0,0,0,0,1,0,1,0,1
"20524",1,1,0,0,0,1,0,0,0,0,0,0,0
"20528",0,1,0,0,0,0,0,0,1,0,0,1,0
"20530",1,1,1,0,0,1,0,0,1,1,1,0,1
"20531",0,1,0,1,0,1,0,0,0,0,0,0,1
"20534",0,0,0,0,0,0,0,0,0,0,1,1,1
"20536",1,1,0,0,1,1,1,0,1,1,1,0,1
"20537",0,1,1,0,0,1,1,0,1,1,1,0,0
"20538",1,1,0,0,0,0,0,0,1,0,0,1,1
